user,item,label
1884,40441,0
10853,3268,0
23260,14522,0
26201,33254,0
26032,23654,0
10446,5706,0
1491,17876,0
2172,7158,0
14431,6605,0
27165,12497,0
18825,14822,0
5,8615,0
13915,22016,0
23551,11513,0
15280,26281,0
1060,23844,0
3429,15955,0
2373,30992,0
2180,5992,0
4803,12648,0
10342,35542,0
11701,10736,0
4767,6551,0
16385,39819,0
28334,28580,0
8324,2995,0
8202,36969,0
1444,22423,0
10946,39659,0
4944,1992,0
1627,500,0
5886,16266,0
25802,14459,0
4018,747,0
7406,28209,0
18771,10220,0
22882,1518,0
10994,5873,0
5830,207,0
9444,7560,0
1666,21936,0
20312,1971,0
2390,17341,0
15954,360,0
9108,8191,0
5828,4162,0
28476,14595,0
10917,10607,0
11589,862,0
755,22,0
3755,39149,0
5779,2753,0
20643,34726,0
6954,29301,0
16591,8625,0
17782,775,0
14951,8834,0
24669,260,0
19201,8504,0
7621,13167,0
17600,17839,0
767,4142,0
7897,11670,0
2478,32502,0
15201,15544,0
2116,1114,0
1257,649,0
27762,29632,0
1241,19318,0
25926,18164,0
13823,16343,0
21587,11623,0
1256,21149,0
22984,114,0
19571,33270,0
1705,8572,0
2359,260,0
17514,7836,0
1442,19465,0
763,9383,0
13423,3187,0
25262,20360,0
4977,818,0
23011,10132,0
7660,1986,0
15020,2378,0
11348,24114,0
27439,25911,0
1874,24735,0
5747,13044,0
4541,13105,0
4894,23994,0
2856,8105,0
3166,36160,0
8842,2852,0
18609,11797,0
1874,4472,0
21733,30092,0
27557,4134,0
3158,1326,0
4159,28143,0
2425,30758,0
9635,12495,0
9012,25298,0
18168,14022,0
362,16970,0
5757,26819,0
6110,34057,0
11915,6338,0
22011,1523,0
5446,39164,0
11243,506,0
7551,35538,0
3675,4495,0
5761,34523,0
3018,35719,0
676,7643,0
25891,37539,0
2533,3062,0
24309,761,0
28830,27139,0
5207,7867,0
1055,3442,0
9463,2923,0
2255,2055,0
1017,4338,0
5526,39566,0
2692,19055,0
5386,30686,0
1444,15200,0
12660,15230,0
15582,5378,0
2492,28110,0
3102,30445,0
17531,22580,0
7374,40039,0
3112,4406,0
29181,16497,0
12729,1298,0
6074,1920,0
23060,31356,0
3893,207,0
26973,766,0
19334,3704,0
12403,39403,0
237,7614,0
3329,2714,0
14245,5515,0
2486,25075,0
3643,5567,0
5034,12645,0
9911,21235,0
2624,17449,0
12589,7590,0
20014,12716,0
4959,8153,0
614,428,0
4875,114,0
7642,20895,0
12923,25769,0
9467,18962,0
2202,27638,0
1395,34141,0
12180,9061,0
755,19456,0
10046,13728,0
4735,878,0
13136,36781,0
6456,615,0
5481,11579,0
9916,5450,0
2805,21055,0
1430,22612,0
24919,6760,0
3851,17819,0
19031,15836,0
14239,6540,0
3988,6375,0
13302,36434,0
7370,1162,0
9665,15674,0
4235,40167,0
12933,4806,0
3590,4656,0
5910,7991,0
8292,24168,0
21591,5637,0
2869,18466,0
18656,24186,0
4195,2623,0
10713,10352,0
6100,15674,0
23710,29576,0
17984,5920,0
15650,23914,0
13005,26552,0
3676,14756,0
6868,36508,0
6329,6204,0
238,35913,0
15512,6213,0
5350,5028,0
2850,189,0
1885,32676,0
7830,25570,0
2878,3295,0
1409,22706,0
2974,30208,0
18647,32250,0
23336,11057,0
5073,9283,0
14634,2285,0
828,3584,0
4212,22578,0
25538,26820,0
5230,9205,0
7470,29679,0
14870,7107,0
8237,1431,0
3652,421,0
6527,24755,0
10259,18060,0
28023,7554,0
27125,10443,0
29672,22711,0
21270,3399,0
13399,3447,0
10193,19602,0
4928,28960,0
8288,9868,0
20045,226,0
26496,24682,0
870,2049,0
9663,4849,0
1150,3498,0
3039,29472,0
16842,2062,0
5696,9921,0
9637,997,0
3068,3713,0
21173,3967,0
1741,6806,0
13027,21045,0
7127,552,0
8514,29682,0
8017,6580,0
8867,2096,0
16237,15273,0
7605,1460,0
1689,37067,0
7525,26863,0
14826,5450,0
26851,7565,0
10131,10047,0
7868,22546,0
28433,12028,0
28234,40339,0
5469,1052,0
26766,5516,0
6145,20313,0
5999,783,0
4585,4210,0
4963,37394,0
4805,5061,0
4898,9118,0
276,33385,0
1896,381,0
5910,37262,0
6352,14634,0
15729,35901,0
21625,1098,0
27462,2714,0
6203,11802,0
24635,2767,0
3792,15444,0
28810,706,0
15421,12372,0
17886,23911,0
14228,20374,0
9099,18354,0
2650,16215,0
14399,13430,0
2195,8963,0
9345,20192,0
6192,26964,0
4777,29964,0
21085,7995,0
3664,7496,0
6028,28675,0
3276,30473,0
10450,29992,0
29026,8787,0
11337,10657,0
13396,10724,0
18784,12839,0
18836,6607,0
6256,19571,0
4709,38927,0
1413,29337,0
14106,6845,0
9152,4376,0
7151,5492,0
29520,9477,0
13196,22700,0
238,546,0
951,1800,0
11365,6322,0
11026,25857,0
7412,13567,0
25385,421,0
2764,27419,0
22959,29733,0
1514,2234,0
1551,17621,0
9127,2608,0
15402,12188,0
362,4868,0
1852,28032,0
945,23877,0
4553,5990,0
1256,11402,0
22573,19527,0
4186,25344,0
1729,16808,0
2782,177,0
12099,19389,0
23494,5807,0
16057,4439,0
7108,38770,0
13216,541,0
25678,16217,0
6397,12990,0
6993,184,0
4586,25544,0
1032,9207,0
24711,33488,0
23121,1667,0
596,3755,0
10516,23173,0
5834,430,0
18796,7258,0
1027,40363,0
7073,3076,0
899,6350,0
23124,376,0
5011,1,0
7721,31537,0
7479,450,0
6664,2798,0
23276,7369,0
71,26231,0
23161,13312,0
569,10870,0
9584,37850,0
15238,17387,0
1016,27167,0
680,10207,0
5461,22342,0
21944,22817,0
3912,39204,0
2689,2222,0
7484,8588,0
650,8511,0
8649,34083,0
27879,24482,0
6880,29698,0
741,1692,0
17812,816,0
11242,29210,0
8403,2395,0
8533,32438,0
8199,31744,0
29112,31773,0
7448,28960,0
7605,17739,0
20379,37018,0
4448,8664,0
7905,13793,0
13980,5707,0
1518,7302,0
21424,32411,0
7039,25500,0
9963,17223,0
29769,7365,0
2855,1243,0
27212,785,0
3461,36951,0
2817,210,0
7059,5802,0
3156,37191,0
22991,31368,0
21653,3997,0
5126,9927,0
3034,14623,0
20558,35207,0
4665,2294,0
21706,1032,0
10263,18625,0
17227,17519,0
5085,3859,0
9539,1582,0
9078,35283,0
650,924,0
22919,14084,0
1674,4662,0
5591,5919,0
27082,1267,0
13415,28649,0
12673,7398,0
3200,6533,0
9695,5096,0
1220,2183,0
15776,11824,0
18253,9869,0
4631,26597,0
2248,20009,0
18579,8392,0
16503,12393,0
464,5674,0
6247,6214,0
28710,22180,0
4133,16662,0
8875,23532,0
25352,24022,0
15232,1948,0
5367,36850,0
17566,27929,0
22618,24369,0
14510,30157,0
4225,18282,0
19977,40928,0
1988,38680,0
9930,2005,0
17290,5470,0
33,33900,0
21639,35410,0
9485,25041,0
1719,31511,0
5824,29295,0
5146,39347,0
18952,7928,0
6577,32413,0
3080,17762,0
9261,850,0
7715,29737,0
16499,344,0
9881,13392,0
176,40778,0
2105,16561,0
7398,13948,0
19106,14195,0
16354,16125,0
4992,17842,0
27264,24846,0
416,6935,0
26076,16260,0
5666,33316,0
22954,2617,0
26206,39,0
7515,31906,0
17390,69,0
1257,40804,0
3444,31434,0
12273,6985,0
16916,69,0
6202,40720,0
230,4070,0
23384,21824,0
1060,11292,0
24958,32905,0
8405,69,0
16738,5394,0
1478,31322,0
7606,6363,0
3163,967,0
25675,34082,0
9776,35711,0
1773,39264,0
17582,9064,0
11125,7616,0
1214,13137,0
3456,14649,0
4401,12063,0
1410,34796,0
3041,5873,0
24346,430,0
17247,38649,0
1587,33483,0
3343,10737,0
732,7955,0
21459,7642,0
20355,1316,0
2905,226,0
1655,430,0
6267,22010,0
5804,17379,0
5004,29956,0
2901,69,0
1828,20671,0
14749,34885,0
18657,34578,0
750,27359,0
10416,13217,0
1559,4289,0
4803,2931,0
5400,25019,0
14877,25526,0
2142,33474,0
9757,23003,0
18991,29100,0
16500,13089,0
12257,17172,0
14898,16556,0
2975,3424,0
8905,1414,0
1653,15457,0
15944,10300,0
20084,3585,0
17333,40820,0
15470,7280,0
2656,5217,0
4090,8449,0
5276,79,0
8577,5217,0
16197,11495,0
5451,19169,0
1885,1667,0
3218,34282,0
26451,108,0
276,2478,0
21262,9702,0
9095,21057,0
2881,2131,0
